HMDBID,Name,Biospecimen,Subject_age,Concentration_average,Concentration_units
HMDB0008604,"PC(22:2(13Z,16Z)/20:2(11Z,14Z))",Blood,Adult,0.18,uM
HMDB0008604,"PC(22:2(13Z,16Z)/20:2(11Z,14Z))",Blood,Infant,0.2,uM
HMDB0008604,"PC(22:2(13Z,16Z)/20:2(11Z,14Z))",Blood,Newborn,0.24,uM
HMDB0008604,"PC(22:2(13Z,16Z)/20:2(11Z,14Z))",Feces,Adult,0.025,nmol/g wet feces
HMDB0008604,"PC(22:2(13Z,16Z)/20:2(11Z,14Z))",Saliva,Adult,0.007,uM
HMDB0008604,"PC(22:2(13Z,16Z)/20:2(11Z,14Z))",Urine,Adult,8.00E-04,umol/mmol creatinine
HMDB0008605,"PC(22:2(13Z,16Z)/20:3(5Z,8Z,11Z))",Blood,Adult,0.385,uM
HMDB0008605,"PC(22:2(13Z,16Z)/20:3(5Z,8Z,11Z))",Blood,Infant,0.39,uM
HMDB0008605,"PC(22:2(13Z,16Z)/20:3(5Z,8Z,11Z))",Blood,Newborn,0.3,uM
HMDB0008605,"PC(22:2(13Z,16Z)/20:3(5Z,8Z,11Z))",Feces,Adult,0.035,nmol/g wet feces
HMDB0008606,"PC(22:2(13Z,16Z)/20:3(8Z,11Z,14Z))",Blood,Adult,0.385,uM
HMDB0008606,"PC(22:2(13Z,16Z)/20:3(8Z,11Z,14Z))",Blood,Infant,0.39,uM
HMDB0008606,"PC(22:2(13Z,16Z)/20:3(8Z,11Z,14Z))",Blood,Newborn,0.3,uM
HMDB0008606,"PC(22:2(13Z,16Z)/20:3(8Z,11Z,14Z))",Feces,Adult,0.035,nmol/g wet feces
HMDB0008607,"PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",Blood,Adolescent,0.78,uM
HMDB0008607,"PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",Blood,Adult,0.63,uM
HMDB0008607,"PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",Blood,Infant,0.61,uM
HMDB0008607,"PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",Blood,Newborn,0.44,uM
HMDB0008607,"PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",Feces,Adult,0.485,nmol/g wet feces
HMDB0008608,"PC(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",Blood,Adolescent,0.78,uM
HMDB0008608,"PC(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",Blood,Adult,0.63,uM
HMDB0008608,"PC(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",Blood,Infant,0.61,uM
HMDB0008608,"PC(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",Blood,Newborn,0.44,uM
HMDB0008608,"PC(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",Feces,Adult,0.485,nmol/g wet feces
HMDB0008620,"PC(22:2(13Z,16Z)/P-18:0)",Blood,Adolescent,0.36,uM
HMDB0008620,"PC(22:2(13Z,16Z)/P-18:0)",Blood,Adult,0.32,uM
HMDB0008620,"PC(22:2(13Z,16Z)/P-18:0)",Blood,Infant,0.29,uM
HMDB0008620,"PC(22:2(13Z,16Z)/P-18:0)",Blood,Newborn,0.25,uM
HMDB0008620,"PC(22:2(13Z,16Z)/P-18:0)",Feces,Adult,0.085,nmol/g wet feces
HMDB0008621,"PC(22:2(13Z,16Z)/P-18:1(11Z))",Blood,Adolescent,0.47,uM
HMDB0008621,"PC(22:2(13Z,16Z)/P-18:1(11Z))",Blood,Adult,0.55,uM
HMDB0008621,"PC(22:2(13Z,16Z)/P-18:1(11Z))",Blood,Infant,0.49,uM
HMDB0008621,"PC(22:2(13Z,16Z)/P-18:1(11Z))",Blood,Newborn,0.54,uM
HMDB0008621,"PC(22:2(13Z,16Z)/P-18:1(11Z))",Feces,Adult,0.03,nmol/g wet feces
HMDB0008621,"PC(22:2(13Z,16Z)/P-18:1(11Z))",Urine,Adult,3.50E-04,umol/mmol creatinine
HMDB0008622,"PC(22:2(13Z,16Z)/P-18:1(9Z))",Blood,Adolescent,0.47,uM
HMDB0008622,"PC(22:2(13Z,16Z)/P-18:1(9Z))",Blood,Adult,0.55,uM
HMDB0008622,"PC(22:2(13Z,16Z)/P-18:1(9Z))",Blood,Infant,0.49,uM
HMDB0008622,"PC(22:2(13Z,16Z)/P-18:1(9Z))",Blood,Newborn,0.54,uM
HMDB0008622,"PC(22:2(13Z,16Z)/P-18:1(9Z))",Feces,Adult,0.03,nmol/g wet feces
HMDB0008622,"PC(22:2(13Z,16Z)/P-18:1(9Z))",Urine,Adult,3.50E-04,umol/mmol creatinine
HMDB0008623,"PC(22:4(7Z,10Z,13Z,16Z)/14:0)",Blood,Adult,209.07,uM
HMDB0008623,"PC(22:4(7Z,10Z,13Z,16Z)/14:0)",Blood,Infant,130,uM
HMDB0008623,"PC(22:4(7Z,10Z,13Z,16Z)/14:0)",Blood,Newborn,135,uM
HMDB0008623,"PC(22:4(7Z,10Z,13Z,16Z)/14:0)",Feces,Adult,1.055,nmol/g wet feces
HMDB0008623,"PC(22:4(7Z,10Z,13Z,16Z)/14:0)",Saliva,Adult,0.067,uM
HMDB0008623,"PC(22:4(7Z,10Z,13Z,16Z)/14:0)",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008624,"PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))",Blood,Adult,37.955,uM
HMDB0008624,"PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))",Blood,Infant,8.39,uM
HMDB0008624,"PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))",Blood,Newborn,5.2,uM
HMDB0008624,"PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))",Feces,Adult,0.16,nmol/g wet feces
HMDB0008624,"PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))",Saliva,Adult,0.011,uM
HMDB0008626,"PC(22:4(7Z,10Z,13Z,16Z)/16:0)",Blood,Adult,124.695,uM
HMDB0008626,"PC(22:4(7Z,10Z,13Z,16Z)/16:0)",Blood,Infant,76.6,uM
HMDB0008626,"PC(22:4(7Z,10Z,13Z,16Z)/16:0)",Blood,Newborn,90.4,uM
HMDB0008626,"PC(22:4(7Z,10Z,13Z,16Z)/16:0)",Feces,Adult,0.14,nmol/g wet feces
HMDB0008626,"PC(22:4(7Z,10Z,13Z,16Z)/16:0)",Saliva,Adult,0.045,uM
HMDB0008626,"PC(22:4(7Z,10Z,13Z,16Z)/16:0)",Urine,Adult,0.0022,umol/mmol creatinine
HMDB0008627,"PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))",Blood,Adult,68.05,uM
HMDB0008627,"PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))",Blood,Infant,36.2,uM
HMDB0008627,"PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))",Blood,Newborn,21.8,uM
HMDB0008627,"PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))",Feces,Adult,0.07,nmol/g wet feces
HMDB0008627,"PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))",Saliva,Adult,0.022,uM
HMDB0008627,"PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))",Urine,Adult,7.00E-04,umol/mmol creatinine
HMDB0008628,"PC(22:4(7Z,10Z,13Z,16Z)/18:0)",Blood,Adult,3.655,uM
HMDB0008628,"PC(22:4(7Z,10Z,13Z,16Z)/18:0)",Blood,Infant,3,uM
HMDB0008628,"PC(22:4(7Z,10Z,13Z,16Z)/18:0)",Blood,Newborn,2.59,uM
HMDB0008628,"PC(22:4(7Z,10Z,13Z,16Z)/18:0)",Feces,Adult,0.045,nmol/g wet feces
HMDB0008629,"PC(22:4(7Z,10Z,13Z,16Z)/18:1(11Z))",Blood,Adult,13.85,uM
HMDB0008629,"PC(22:4(7Z,10Z,13Z,16Z)/18:1(11Z))",Feces,Adult,0.005,nmol/g wet feces
HMDB0008630,"PC(22:4(7Z,10Z,13Z,16Z)/18:1(9Z))",Blood,Adult,13.85,uM
HMDB0008630,"PC(22:4(7Z,10Z,13Z,16Z)/18:1(9Z))",Feces,Adult,0.005,nmol/g wet feces
HMDB0008631,"PC(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",Blood,Adult,31.94,uM
HMDB0008631,"PC(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",Blood,Infant,17.4,uM
HMDB0008631,"PC(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",Blood,Newborn,22.6,uM
HMDB0008631,"PC(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",Feces,Adult,0.42,nmol/g wet feces
HMDB0008631,"PC(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",Urine,Adolescent,5.8,umol/mmol creatinine
HMDB0008631,"PC(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008635,"PC(22:4(7Z,10Z,13Z,16Z)/20:0)",Blood,Adult,0.18,uM
HMDB0008635,"PC(22:4(7Z,10Z,13Z,16Z)/20:0)",Blood,Infant,0.2,uM
HMDB0008635,"PC(22:4(7Z,10Z,13Z,16Z)/20:0)",Blood,Newborn,0.24,uM
HMDB0008635,"PC(22:4(7Z,10Z,13Z,16Z)/20:0)",Feces,Adult,0.025,nmol/g wet feces
HMDB0008635,"PC(22:4(7Z,10Z,13Z,16Z)/20:0)",Saliva,Adult,0.007,uM
HMDB0008635,"PC(22:4(7Z,10Z,13Z,16Z)/20:0)",Urine,Adult,8.00E-04,umol/mmol creatinine
HMDB0008636,"PC(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))",Blood,Adult,0.385,uM
HMDB0008636,"PC(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))",Blood,Infant,0.39,uM
HMDB0008636,"PC(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))",Blood,Newborn,0.3,uM
HMDB0008636,"PC(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))",Feces,Adult,0.035,nmol/g wet feces
HMDB0008637,"PC(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))",Blood,Adolescent,0.78,uM
HMDB0008637,"PC(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))",Blood,Adult,0.63,uM
HMDB0008637,"PC(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))",Blood,Infant,0.61,uM
HMDB0008637,"PC(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))",Blood,Newborn,0.44,uM
HMDB0008637,"PC(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))",Feces,Adult,0.485,nmol/g wet feces
HMDB0008652,"PC(22:4(7Z,10Z,13Z,16Z)/P-16:0)",Blood,Adult,124.695,uM
HMDB0008652,"PC(22:4(7Z,10Z,13Z,16Z)/P-16:0)",Blood,Infant,76.6,uM
HMDB0008652,"PC(22:4(7Z,10Z,13Z,16Z)/P-16:0)",Blood,Newborn,90.4,uM
HMDB0008652,"PC(22:4(7Z,10Z,13Z,16Z)/P-16:0)",Feces,Adult,0.14,nmol/g wet feces
HMDB0008652,"PC(22:4(7Z,10Z,13Z,16Z)/P-16:0)",Saliva,Adult,0.045,uM
HMDB0008652,"PC(22:4(7Z,10Z,13Z,16Z)/P-16:0)",Urine,Adult,0.0022,umol/mmol creatinine
HMDB0008653,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:0)",Blood,Adult,3.655,uM
HMDB0008653,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:0)",Blood,Infant,3,uM
HMDB0008653,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:0)",Blood,Newborn,2.59,uM
HMDB0008653,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:0)",Feces,Adult,0.045,nmol/g wet feces
HMDB0008654,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))",Blood,Adult,13.85,uM
HMDB0008654,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))",Feces,Adult,0.005,nmol/g wet feces
HMDB0008655,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))",Blood,Adult,13.85,uM
HMDB0008655,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))",Feces,Adult,0.005,nmol/g wet feces
HMDB0008656,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",Blood,Adult,37.955,uM
HMDB0008656,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",Blood,Infant,8.39,uM
HMDB0008656,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",Blood,Newborn,5.2,uM
HMDB0008656,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",Feces,Adult,0.16,nmol/g wet feces
HMDB0008656,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",Saliva,Adult,0.011,uM
HMDB0008657,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",Blood,Adult,1.43,uM
HMDB0008657,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",Blood,Infant,0.4,uM
HMDB0008657,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",Blood,Newborn,0.31,uM
HMDB0008657,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",Feces,Adult,0.1,nmol/g wet feces
HMDB0008657,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",Urine,Adult,0.0037,umol/mmol creatinine
HMDB0008657,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",Urine,Newborn,0,umol/mmol creatinine
HMDB0008659,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",Blood,Adult,68.05,uM
HMDB0008659,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",Blood,Infant,36.2,uM
HMDB0008659,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",Blood,Newborn,21.8,uM
HMDB0008659,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",Feces,Adult,0.07,nmol/g wet feces
HMDB0008659,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",Saliva,Adult,0.022,uM
HMDB0008659,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",Urine,Adult,7.00E-04,umol/mmol creatinine
HMDB0008660,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",Blood,Adult,95.705,uM
HMDB0008660,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",Blood,Infant,49.1,uM
HMDB0008660,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",Blood,Newborn,60.6,uM
HMDB0008660,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",Feces,Adult,0.095,nmol/g wet feces
HMDB0008660,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",Saliva,Adult,0.03,uM
HMDB0008660,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",Urine,Adolescent,0.13,umol/mmol creatinine
HMDB0008660,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",Urine,Adult,0.001,umol/mmol creatinine
HMDB0008660,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008661,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",Blood,Adult,13.85,uM
HMDB0008661,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",Feces,Adult,0.005,nmol/g wet feces
HMDB0008662,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",Blood,Adult,31.94,uM
HMDB0008662,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",Blood,Infant,17.4,uM
HMDB0008662,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",Blood,Newborn,22.6,uM
HMDB0008662,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",Feces,Adult,0.42,nmol/g wet feces
HMDB0008662,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",Urine,Adolescent,5.8,umol/mmol creatinine
HMDB0008662,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008663,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",Blood,Adult,31.94,uM
HMDB0008663,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",Blood,Infant,17.4,uM
HMDB0008663,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",Blood,Newborn,22.6,uM
HMDB0008663,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",Feces,Adult,0.42,nmol/g wet feces
HMDB0008663,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",Urine,Adolescent,5.8,umol/mmol creatinine
HMDB0008663,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008668,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:0)",Blood,Adult,0.385,uM
HMDB0008668,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:0)",Blood,Infant,0.39,uM
HMDB0008668,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:0)",Blood,Newborn,0.3,uM
HMDB0008668,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:0)",Feces,Adult,0.035,nmol/g wet feces
HMDB0008669,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",Blood,Adolescent,0.78,uM
HMDB0008669,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",Blood,Adult,0.63,uM
HMDB0008669,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",Blood,Infant,0.61,uM
HMDB0008669,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",Blood,Newborn,0.44,uM
HMDB0008669,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",Feces,Adult,0.485,nmol/g wet feces
HMDB0008685,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",Blood,Adult,68.05,uM
HMDB0008685,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",Blood,Infant,36.2,uM
HMDB0008685,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",Blood,Newborn,21.8,uM
HMDB0008685,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",Feces,Adult,0.07,nmol/g wet feces
HMDB0008685,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",Saliva,Adult,0.022,uM
HMDB0008685,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",Urine,Adult,7.00E-04,umol/mmol creatinine
HMDB0008686,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)",Blood,Adult,13.85,uM
HMDB0008686,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)",Feces,Adult,0.005,nmol/g wet feces
HMDB0008687,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",Blood,Adult,31.94,uM
HMDB0008687,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",Blood,Infant,17.4,uM
HMDB0008687,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",Blood,Newborn,22.6,uM
HMDB0008687,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",Feces,Adult,0.42,nmol/g wet feces
HMDB0008687,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",Urine,Adolescent,5.8,umol/mmol creatinine
HMDB0008688,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z))",Blood,Adult,21.40666667,uM
HMDB0008688,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z))",Blood,Infant,17.4,uM
HMDB0008688,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z))",Blood,Newborn,22.6,uM
HMDB0008688,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z))",Feces,Adult,0.42,nmol/g wet feces
HMDB0008688,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z))",Urine,Adolescent,5.8,umol/mmol creatinine
HMDB0008689,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",Blood,Adult,37.955,uM
HMDB0008689,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",Blood,Infant,8.39,uM
HMDB0008689,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",Blood,Newborn,5.2,uM
HMDB0008689,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",Feces,Adult,0.16,nmol/g wet feces
HMDB0008689,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",Saliva,Adult,0.011,uM
HMDB0008690,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",Blood,Adult,4.39,uM
HMDB0008690,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",Blood,Infant,0.4,uM
HMDB0008690,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",Blood,Newborn,0.31,uM
HMDB0008690,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",Feces,Adult,0.1,nmol/g wet feces
HMDB0008690,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",Urine,Adult,0.0037,umol/mmol creatinine
HMDB0008690,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",Urine,Newborn,0,umol/mmol creatinine
HMDB0008692,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",Blood,Adult,68.05,uM
HMDB0008692,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",Blood,Infant,36.2,uM
HMDB0008692,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",Blood,Newborn,21.8,uM
HMDB0008692,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",Feces,Adult,0.07,nmol/g wet feces
HMDB0008692,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",Saliva,Adult,0.022,uM
HMDB0008692,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",Urine,Adult,7.00E-04,umol/mmol creatinine
HMDB0008693,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",Blood,Adult,95.705,uM
HMDB0008693,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",Blood,Infant,49.1,uM
HMDB0008693,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",Blood,Newborn,60.6,uM
HMDB0008693,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",Feces,Adult,0.095,nmol/g wet feces
HMDB0008693,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",Saliva,Adult,0.03,uM
HMDB0008693,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",Urine,Adolescent,0.13,umol/mmol creatinine
HMDB0008693,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",Urine,Adult,0.001,umol/mmol creatinine
HMDB0008693,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008694,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",Blood,Adult,13.85,uM
HMDB0008694,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",Feces,Adult,0.005,nmol/g wet feces
HMDB0008695,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",Blood,Adult,31.94,uM
HMDB0008695,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",Blood,Infant,17.4,uM
HMDB0008695,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",Blood,Newborn,22.6,uM
HMDB0008695,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",Feces,Adult,0.42,nmol/g wet feces
HMDB0008695,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",Urine,Adolescent,5.8,umol/mmol creatinine
HMDB0008695,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008696,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",Blood,Adult,31.94,uM
HMDB0008696,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",Blood,Infant,17.4,uM
HMDB0008696,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",Blood,Newborn,22.6,uM
HMDB0008696,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",Feces,Adult,0.42,nmol/g wet feces
HMDB0008696,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",Urine,Adolescent,5.8,umol/mmol creatinine
HMDB0008696,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008701,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:0)",Blood,Adult,0.385,uM
HMDB0008701,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:0)",Blood,Infant,0.39,uM
HMDB0008701,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:0)",Blood,Newborn,0.3,uM
HMDB0008701,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:0)",Feces,Adult,0.035,nmol/g wet feces
HMDB0008702,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",Blood,Adolescent,0.78,uM
HMDB0008702,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",Blood,Adult,0.63,uM
HMDB0008702,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",Blood,Infant,0.61,uM
HMDB0008702,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",Blood,Newborn,0.44,uM
HMDB0008702,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",Feces,Adult,0.485,nmol/g wet feces
HMDB0008718,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",Blood,Adult,68.05,uM
HMDB0008718,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",Blood,Infant,36.2,uM
HMDB0008718,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",Blood,Newborn,21.8,uM
HMDB0008718,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",Feces,Adult,0.07,nmol/g wet feces
HMDB0008718,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",Saliva,Adult,0.022,uM
HMDB0008718,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",Urine,Adult,7.00E-04,umol/mmol creatinine
HMDB0008719,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)",Blood,Adult,13.85,uM
HMDB0008719,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)",Feces,Adult,0.005,nmol/g wet feces
